doc_id,source_type,word_count,file_size_kb
doc_011851,audio,3762,7861.6
doc_011852,pdf,449,3430.2
doc_011853,audio,4584,4695.1
doc_011854,web,1332,5225.1
doc_011855,pdf,2665,3673.9
doc_011856,web,3219,9989.7
doc_011857,web,412,5553.6
doc_011858,web,3739,3548.9
doc_011859,image,4744,7718.0
doc_011860,image,4692,9802.4
doc_011861,image,2523,4536.3
doc_011862,web,950,3530.7
doc_011863,pdf,3036,3976.8
doc_011864,web,4098,1379.3
doc_011865,web,1567,7919.1
doc_011866,audio,1599,4367.4
doc_011867,pdf,2889,6972.4
doc_011868,image,679,5776.0
doc_011869,web,4102,1116.3
doc_011870,audio,4155,3402.0
doc_011871,pdf,46,3613.0
doc_011872,audio,1530,5295.8
doc_011873,web,4257,1234.1
doc_011874,audio,1171,9681.7
doc_011875,audio,3499,3065.2
doc_011876,pdf,2359,1878.9
doc_011877,audio,277,2028.8
doc_011878,image,3029,15.6
doc_011879,pdf,1028,9520.5
doc_011880,pdf,4352,6861.1
doc_011881,image,2112,833.2
doc_011882,image,500,8370.2
doc_011883,web,1797,6877.2
doc_011884,pdf,4981,6881.9
doc_011885,audio,1057,1730.2
doc_011886,image,3919,1670.6
doc_011887,web,1322,9974.1
doc_011888,web,3671,163.1
doc_011889,image,4005,4795.1
doc_011890,web,1988,5762.4
doc_011891,image,4056,2841.7
doc_011892,audio,3067,442.7
doc_011893,web,1599,3815.4
doc_011894,audio,642,3196.7
doc_011895,pdf,2733,4131.1
doc_011896,audio,2310,1479.5
doc_011897,web,2257,6576.0
doc_011898,pdf,4158,8366.5
doc_011899,pdf,1807,7444.6
doc_011900,web,1325,3106.1
doc_011901,image,3105,4245.0
doc_011902,pdf,0,8557.5
doc_011903,web,3251,6112.0
doc_011904,web,3929,8255.1
doc_011905,pdf,3454,5485.2
doc_011906,image,2209,8054.7
doc_011907,web,1745,6500.1
doc_011908,pdf,2717,954.7
doc_011909,pdf,3053,4280.6
doc_011910,audio,2721,4031.3
doc_011911,web,31,5273.4
doc_011912,web,1393,7582.5
doc_011913,web,3015,8224.5
doc_011914,pdf,1365,7080.2
doc_011915,web,3875,8281.3
doc_011916,audio,1543,6227.3
doc_011917,web,3368,2463.9
doc_011918,pdf,1759,4795.9
doc_011919,image,4202,2558.4
doc_011920,pdf,958,9761.3
doc_011921,image,129,5862.2
doc_011922,audio,4023,5281.3
doc_011923,audio,3057,307.4
doc_011924,audio,4797,1982.4
doc_011925,image,1352,6284.2
doc_011926,image,1363,5073.3
doc_011927,image,3717,8198.6
doc_011928,pdf,1409,5978.9
doc_011929,web,3562,1614.1
doc_011930,web,4239,5828.8
doc_011931,pdf,499,782.7
doc_011932,audio,2776,2167.9
doc_011933,audio,348,5193.2
doc_011934,web,446,2096.5
doc_011935,web,821,2050.5
doc_011936,pdf,2107,1057.7
doc_011937,pdf,300,5913.2
doc_011938,web,4480,9464.1
doc_011939,pdf,3597,1656.5
doc_011940,web,311,4751.8
doc_011941,audio,920,4525.4
doc_011942,pdf,1373,9390.3
doc_011943,pdf,4828,5830.9
doc_011944,audio,3444,6510.7
doc_011945,web,2989,2448.2
doc_011946,pdf,2417,7917.1
doc_011947,pdf,1499,4177.0
doc_011948,image,2521,6152.5
doc_011949,web,4154,714.9
doc_011950,pdf,4824,216.2
doc_011951,pdf,4923,4320.6
doc_011952,audio,2940,1707.3
doc_011953,web,560,8222.8
doc_011954,web,1343,276.2
doc_011955,web,1517,571.6
doc_011956,pdf,617,5535.8
doc_011957,web,3351,8070.1
doc_011958,audio,2918,1966.9
doc_011959,image,2846,1152.7
doc_011960,image,542,7118.9
doc_011961,pdf,3166,5558.7
doc_011962,web,4472,490.3
doc_011963,audio,4679,9641.7
doc_011964,web,1660,62.9
doc_011965,image,4426,2221.0
doc_011966,audio,1668,7129.1
doc_011967,web,1405,3119.7
doc_011968,image,3229,5028.5
doc_011969,audio,4261,1173.0
doc_011970,audio,1331,1186.0
doc_011971,web,872,5395.9
doc_011972,audio,4627,8816.3
doc_011973,image,991,3619.3
doc_011974,audio,1045,839.6
doc_011975,image,4815,6370.7
doc_011976,web,2450,6880.7
doc_011977,web,1112,9651.4
doc_011978,image,3835,5916.7
doc_011979,audio,3598,7039.2
doc_011980,web,3996,3659.5
doc_011981,image,4560,3757.7
doc_011982,audio,3956,1998.0
doc_011983,image,64,6742.2
doc_011984,web,3925,2672.5
doc_011985,image,3719,498.2
doc_011986,audio,4698,4888.7
doc_011987,audio,937,2383.3
doc_011988,audio,4383,2296.5
doc_011989,web,1219,7522.2
doc_011990,pdf,2792,2225.3
doc_011991,web,3104,5384.9
doc_011992,image,1335,9235.7
doc_011993,web,3241,8946.1
doc_011994,audio,4131,5087.6
doc_011995,pdf,743,7722.2
doc_011996,audio,3793,8123.2
doc_011997,web,4738,5655.5
doc_011998,audio,1847,400.7
doc_011999,pdf,3643,4897.4
doc_012000,pdf,3688,1206.2
doc_012001,web,898,5400.6
doc_012002,pdf,512,5309.4
doc_012003,image,4567,8031.8
doc_012004,web,296,6525.0
doc_012005,image,3808,3723.0
doc_012006,web,4830,7502.6
doc_012007,audio,663,1167.6
doc_012008,pdf,4303,916.8
doc_012009,audio,4256,8346.0
doc_012010,audio,968,9150.2
doc_012011,audio,502,476.5
doc_012012,pdf,971,5206.3
doc_012013,web,2614,5848.7
doc_012014,pdf,1550,9166.5
doc_012015,pdf,2022,8503.1
doc_012016,image,2088,7131.3
doc_012017,image,2637,5235.3
doc_012018,pdf,1525,6261.7
doc_012019,web,818,6454.6
doc_012020,pdf,3495,4461.6
doc_012021,pdf,4507,3573.7
doc_012022,web,4865,4651.0
doc_012023,image,2872,3713.5
doc_012024,image,694,2888.6
doc_012025,audio,1359,5209.3
doc_012026,pdf,240,1227.5
doc_012027,pdf,621,8072.9
doc_012028,image,2232,2559.1
doc_012029,image,928,2324.4
doc_012030,audio,3758,8872.1
doc_012031,pdf,4371,7445.5
doc_012032,image,901,1128.2
doc_012033,web,2143,1185.7
doc_012034,pdf,253,6671.8
doc_012035,image,1480,4791.3
doc_012036,web,1707,81.3
doc_012037,audio,2853,2869.0
doc_012038,pdf,2936,4995.3
doc_012039,web,3991,6656.6
doc_012040,audio,1158,2535.9
doc_012041,web,2739,9773.9
doc_012042,image,3164,6927.7
doc_012043,pdf,1450,1814.5
doc_012044,image,2638,1517.2
doc_012045,image,4340,4095.9
doc_012046,image,4703,9773.6
doc_012047,web,2559,3771.6
doc_012048,web,4970,9285.7
doc_012049,web,3312,1880.7
doc_012050,web,1912,1347.2
doc_012051,web,257,5324.1
doc_012052,audio,4802,3049.2
doc_012053,pdf,3612,8829.3
doc_012054,image,4031,7369.8
doc_012055,image,4906,4065.8
doc_012056,audio,1421,3438.5
doc_012057,web,1701,6148.8
doc_012058,web,3793,6267.4
doc_012059,pdf,3956,4648.3
doc_012060,image,1443,8235.0
doc_012061,image,4127,7860.0
doc_012062,web,1261,3935.6
doc_012063,pdf,1455,8710.5
doc_012064,pdf,1205,8339.8
doc_012065,audio,427,9924.3
doc_012066,image,3658,424.6
doc_012067,audio,2821,8947.3
doc_012068,web,2693,2006.7
doc_012069,audio,4965,2200.2
doc_012070,pdf,2859,8791.7
doc_012071,web,512,4161.2
doc_012072,audio,3966,4167.2
doc_012073,web,3087,3922.6
doc_012074,image,1946,1623.8
doc_012075,image,244,5689.3
doc_012076,image,4413,6168.6
doc_012077,pdf,3744,9127.3
doc_012078,pdf,1382,2650.4
doc_012079,image,2187,2832.2
doc_012080,image,579,897.8
doc_012081,pdf,4573,6344.9
doc_012082,web,1024,8462.9
doc_012083,web,2303,2093.7
doc_012084,image,2432,3762.7
doc_012085,image,3311,9138.7
doc_012086,audio,3807,9658.0
doc_012087,pdf,1419,2538.7
doc_012088,web,3476,2606.2
doc_012089,pdf,4558,8127.6
doc_012090,image,1834,7419.5
doc_012091,audio,1407,5961.1
doc_012092,pdf,4462,2206.0
doc_012093,web,999,7204.7
doc_012094,pdf,3324,2776.3
doc_012095,pdf,3778,8543.1
doc_012096,audio,214,9381.5
doc_012097,audio,627,3267.7
doc_012098,web,1426,5316.4
doc_012099,audio,3133,2170.6
doc_012100,web,4005,5467.5
doc_012101,pdf,1121,4340.5
doc_012102,web,2195,3362.8
doc_012103,pdf,3990,8873.2
doc_012104,web,4281,6991.7
doc_012105,audio,3878,771.2
doc_012106,audio,828,2614.4
doc_012107,audio,1864,6191.0
doc_012108,web,2603,1233.6
doc_012109,web,1595,3515.2
doc_012110,web,3024,6479.7
doc_012111,image,4398,9966.2
doc_012112,web,2669,6427.1
doc_012113,web,4076,8728.8
doc_012114,audio,1397,2961.0
doc_012115,pdf,3798,7266.2
doc_012116,web,466,5454.5
doc_012117,audio,4783,670.8
doc_012118,audio,4638,2263.1
doc_012119,image,2636,2268.4
doc_012120,web,2614,655.8
doc_012121,web,1894,3468.4
doc_012122,pdf,4792,5553.1
doc_012123,audio,4085,1863.6
doc_012124,image,4119,9854.6
doc_012125,audio,2719,2483.8
doc_012126,image,4330,7856.3
doc_012127,image,2320,3080.7
doc_012128,image,4006,6907.2
doc_012129,image,1676,9178.3
doc_012130,pdf,2951,375.0
doc_012131,image,1873,9400.6
doc_012132,web,2274,1569.3
doc_012133,pdf,3080,7989.2
doc_012134,pdf,294,256.6
doc_012135,audio,3915,3278.3
doc_012136,pdf,2368,5384.1
doc_012137,audio,4345,5526.5
doc_012138,pdf,2886,3417.6
doc_012139,web,552,1386.7
doc_012140,pdf,920,162.4
doc_012141,pdf,4002,9002.8
doc_012142,pdf,4393,288.8
doc_012143,audio,4574,7527.9
doc_012144,web,2982,2754.4
doc_012145,pdf,3209,7918.8
doc_012146,audio,2611,1012.2
doc_012147,pdf,4558,6905.0
doc_012148,image,1168,8962.4
doc_012149,audio,1891,5101.0
doc_012150,web,1379,7138.8
doc_012151,image,1196,7717.2
doc_012152,audio,295,934.3
doc_012153,pdf,2546,4987.5
doc_012154,web,205,8816.2
doc_012155,audio,463,7288.2
doc_012156,pdf,619,2284.2
doc_012157,audio,3421,9667.4
doc_012158,pdf,3005,9292.0
doc_012159,audio,1643,3075.5
doc_012160,web,2229,3070.3
doc_012161,web,1342,8135.5
doc_012162,image,2499,465.1
doc_012163,audio,1576,7784.6
doc_012164,audio,1615,1571.9
doc_012165,web,4918,1240.2
doc_012166,audio,4655,17.5
doc_012167,pdf,2971,3788.8
doc_012168,image,601,5053.3
doc_012169,pdf,818,7333.6
doc_012170,image,3573,157.6
doc_012171,audio,4616,1641.4
doc_012172,web,4580,1330.8
doc_012173,pdf,67,4671.4
doc_012174,pdf,704,9907.8
doc_012175,audio,3501,915.8
doc_012176,pdf,3512,9639.4
doc_012177,image,954,5195.7
doc_012178,pdf,156,3770.7
doc_012179,audio,307,8190.2
doc_012180,audio,4686,4063.3
doc_012181,pdf,4897,5774.6
doc_012182,image,3310,6523.9
doc_012183,audio,1518,3049.9
doc_012184,web,4194,7467.4
doc_012185,image,3578,8488.3
doc_012186,pdf,475,5696.8
doc_012187,web,4214,9250.3
doc_012188,web,3739,4198.6
doc_012189,audio,4476,5835.2
doc_012190,pdf,3685,8223.9
doc_012191,image,2390,2614.9
doc_012192,image,2752,5460.8
doc_012193,image,1758,541.0
doc_012194,audio,2069,8886.3
doc_012195,audio,3146,2731.3
doc_012196,audio,3715,4052.9
doc_012197,web,927,8197.2
doc_012198,image,4068,6563.6
doc_012199,audio,596,8774.6
doc_012200,web,2589,8946.3
doc_012201,web,3853,2111.4
doc_012202,web,2037,5553.2
doc_012203,web,314,316.1
doc_012204,web,422,7614.6
doc_012205,image,4544,9443.5
doc_012206,web,3884,7710.4
doc_012207,audio,3394,1212.8
doc_012208,pdf,4064,2443.0
doc_012209,pdf,3683,7888.5
doc_012210,image,1670,6039.1
doc_012211,image,2207,8246.9
doc_012212,pdf,3712,7028.3
doc_012213,image,4692,4968.6
doc_012214,image,573,1092.6
doc_012215,audio,353,8925.8
doc_012216,audio,4533,4770.1
doc_012217,web,987,8978.0
doc_012218,audio,2850,3553.7
doc_012219,image,2956,6610.3
doc_012220,audio,3397,661.9
doc_012221,audio,181,5612.0
doc_012222,audio,3804,5164.3
doc_012223,image,4201,4135.9
doc_012224,audio,1259,6512.5
doc_012225,web,3899,1491.8
doc_012226,audio,1248,7184.7
doc_012227,image,2965,4262.3
doc_012228,image,3872,9409.3
doc_012229,audio,1239,6898.9
doc_012230,image,2906,6458.7
doc_012231,audio,1583,4560.1
doc_012232,web,2591,6504.8
doc_012233,pdf,2247,9357.9
doc_012234,pdf,4372,1967.6
doc_012235,image,1563,1981.8
doc_012236,pdf,2925,3803.8
doc_012237,web,4708,4658.1
doc_012238,web,2022,6655.1
doc_012239,audio,4747,9430.4
doc_012240,image,2396,1948.3
doc_012241,image,1793,4400.1
doc_012242,image,3517,5302.6
doc_012243,audio,2868,3766.4
doc_012244,web,3029,9840.1
doc_012245,web,2571,4956.6
doc_012246,image,1364,2756.5
doc_012247,audio,2105,645.5
doc_012248,pdf,1046,950.3
doc_012249,image,1452,4951.9
doc_012250,pdf,2410,7015.5
doc_012251,audio,1703,5181.7
doc_012252,pdf,3576,960.9
doc_012253,image,2996,7126.5
doc_012254,pdf,2109,4653.9
doc_012255,image,1625,4925.2
doc_012256,pdf,2045,7641.9
doc_012257,pdf,3388,2839.0
doc_012258,pdf,3610,4125.4
doc_012259,pdf,2953,3969.1
doc_012260,image,2909,895.4
doc_012261,pdf,4953,7489.7
doc_012262,pdf,1507,601.8
doc_012263,web,4600,5002.5
doc_012264,pdf,2182,9925.8
doc_012265,web,2389,432.5
doc_012266,image,2837,7305.3
doc_012267,pdf,1868,8987.1
doc_012268,pdf,4005,1625.1
doc_012269,image,3323,902.8
doc_012270,pdf,2545,177.0
doc_012271,web,4218,3747.0
doc_012272,web,2289,1250.3
doc_012273,audio,2748,8116.1
doc_012274,pdf,4607,1477.2
doc_012275,audio,1892,2987.3
doc_012276,pdf,4715,6806.3
doc_012277,web,4539,7022.0
doc_012278,pdf,4293,8456.1
doc_012279,image,4642,7367.4
doc_012280,audio,4154,2383.7
doc_012281,pdf,1218,9294.8
doc_012282,web,4220,1984.4
doc_012283,web,4748,1549.7
doc_012284,pdf,2624,553.9
doc_012285,web,3904,2738.8
doc_012286,pdf,3299,6927.2
doc_012287,web,3828,5888.0
doc_012288,pdf,4806,5422.6
doc_012289,pdf,4814,2320.2
doc_012290,web,1032,8400.8
doc_012291,audio,2861,3695.7
doc_012292,image,4770,6122.2
doc_012293,image,4269,4991.8
doc_012294,audio,2644,4745.7
doc_012295,image,2437,7122.9
doc_012296,image,1873,6982.3
doc_012297,web,105,1583.8
doc_012298,audio,1457,5715.8
doc_012299,image,1166,4170.9
doc_012300,pdf,2314,7556.8
doc_012301,image,3951,3377.6
doc_012302,image,4494,6135.3
doc_012303,pdf,960,8976.3
doc_012304,web,2270,6622.6
doc_012305,audio,1812,3869.4
doc_012306,web,2800,6778.4
doc_012307,pdf,2002,7420.5
doc_012308,audio,3108,9512.2
doc_012309,web,572,16.7
doc_012310,pdf,4687,1673.3
doc_012311,audio,4814,7270.4
doc_012312,web,1695,974.9
doc_012313,pdf,372,3127.0
doc_012314,pdf,4150,6701.0
doc_012315,pdf,3912,4543.7
doc_012316,audio,1140,4939.1
doc_012317,web,838,839.5
doc_012318,audio,3941,8226.3
doc_012319,audio,580,4472.9
doc_012320,image,2950,2593.1
doc_012321,image,2476,9023.0
doc_012322,pdf,4774,1553.6
doc_012323,web,1064,7137.1
doc_012324,pdf,3784,9054.4
doc_012325,pdf,135,3199.9
doc_012326,pdf,4247,9262.8
doc_012327,pdf,1414,3598.2
doc_012328,image,4248,8606.8
doc_012329,pdf,1522,7680.6
doc_012330,image,3500,8596.9
doc_012331,web,1089,3939.1
doc_012332,image,294,7702.5
doc_012333,pdf,1962,9153.4
doc_012334,audio,725,4871.2
doc_012335,web,1524,6588.5
doc_012336,image,2476,9189.0
doc_012337,image,3987,1683.7
doc_012338,audio,1654,4042.6
doc_012339,image,3553,2288.7
doc_012340,audio,4081,8135.0
doc_012341,pdf,4372,4227.7
doc_012342,pdf,2940,1669.6
doc_012343,pdf,1686,4746.6
doc_012344,image,2877,5163.4
doc_012345,audio,584,4543.3
doc_012346,web,3325,6955.3
doc_012347,audio,4097,9921.1
doc_012348,image,3531,6084.8
doc_012349,audio,1112,3699.3
doc_012350,image,2839,653.2
doc_012351,image,379,6848.7
doc_012352,image,3740,2255.2
doc_012353,web,59,7175.4
doc_012354,pdf,2456,7331.9
doc_012355,web,4539,5525.8
doc_012356,audio,3019,7671.6
doc_012357,audio,1096,2058.9
doc_012358,web,3682,1343.0
doc_012359,web,2837,3911.5
doc_012360,image,266,8482.5
doc_012361,pdf,864,3074.2
doc_012362,image,4491,4347.9
doc_012363,image,2901,9405.3
doc_012364,image,4878,6611.3
doc_012365,audio,1947,4036.3
doc_012366,web,3297,1955.3
doc_012367,audio,137,7122.6
doc_012368,pdf,2410,8634.8
doc_012369,image,1915,9814.3
doc_012370,image,1365,7395.2
doc_012371,audio,3492,3820.8
doc_012372,web,466,413.9
doc_012373,image,479,3243.2
doc_012374,pdf,3832,9257.9
doc_012375,pdf,1894,645.7
doc_012376,web,3313,547.8
doc_012377,pdf,3168,1967.7
doc_012378,image,1384,3020.0
doc_012379,audio,2733,7062.7
doc_012380,audio,140,9685.0
doc_012381,image,2692,5581.8
doc_012382,image,3393,9526.0
doc_012383,audio,363,1253.7
doc_012384,web,3548,968.2
doc_012385,web,2461,5557.6
doc_012386,pdf,1097,2267.1
doc_012387,pdf,1577,5412.9
doc_012388,pdf,3333,9184.1
doc_012389,web,941,9095.0
doc_012390,pdf,36,2401.8
doc_012391,web,860,9369.5
doc_012392,web,257,7521.7
doc_012393,image,4471,6111.1
doc_012394,pdf,867,6870.2
doc_012395,audio,1017,2256.2
doc_012396,web,1755,7659.4
doc_012397,audio,917,6224.8
doc_012398,audio,1748,5373.2
doc_012399,audio,3040,9135.8
doc_012400,pdf,2360,4054.9
doc_012401,audio,2048,2720.4
doc_012402,pdf,2879,9322.6
doc_012403,pdf,1331,3400.5
doc_012404,image,4251,274.8
doc_012405,audio,4616,6214.5
doc_012406,pdf,1074,9515.6
doc_012407,pdf,2239,6406.2
doc_012408,audio,3213,685.7
doc_012409,audio,789,6269.3
doc_012410,web,187,5422.5
doc_012411,audio,2334,2902.6
doc_012412,web,3774,7941.1
doc_012413,audio,1470,9165.1
doc_012414,image,3326,7220.4
doc_012415,web,2444,3754.4
doc_012416,pdf,3089,8195.2
doc_012417,pdf,1265,7951.5
doc_012418,audio,174,7162.2
doc_012419,web,1171,7868.9
doc_012420,pdf,4170,3210.4
doc_012421,pdf,2273,2847.5
doc_012422,image,4564,1308.3
doc_012423,image,54,819.1
doc_012424,web,1658,9448.7
doc_012425,pdf,3564,2357.6
doc_012426,image,3000,3155.0
doc_012427,audio,1199,6424.6
doc_012428,web,222,8349.3
doc_012429,image,4819,181.6
doc_012430,image,4373,2069.5
doc_012431,audio,2135,4098.8
doc_012432,web,2680,6417.1
doc_012433,audio,3917,4636.8
doc_012434,web,4130,5927.2
doc_012435,image,966,8447.1
doc_012436,web,2285,3282.9
doc_012437,web,1561,6446.3
doc_012438,image,2429,999.9
doc_012439,web,1718,9944.1
doc_012440,image,4055,1014.3
doc_012441,image,4721,3832.7
doc_012442,web,4474,2187.0
doc_012443,web,4312,9027.9
doc_012444,audio,4962,4317.1
doc_012445,pdf,4823,2699.0
doc_012446,web,1904,6465.7
doc_012447,pdf,2296,9762.3
doc_012448,audio,3444,827.1
doc_012449,image,3694,3807.9
doc_012450,image,1069,4790.0
doc_012451,web,1785,2880.8
doc_012452,pdf,2728,9582.1
doc_012453,web,1302,8020.6
doc_012454,pdf,1382,3795.3
doc_012455,image,1786,3351.2
doc_012456,audio,4057,1117.4
doc_012457,web,162,5772.8
doc_012458,audio,1000,8900.6
doc_012459,audio,2177,7942.6
doc_012460,image,2257,4819.2
doc_012461,image,474,9978.5
doc_012462,image,2787,9427.2
doc_012463,image,2368,9163.7
doc_012464,pdf,1891,3105.5
doc_012465,audio,2351,9997.9
doc_012466,web,4014,7197.1
doc_012467,pdf,3594,4070.7
doc_012468,web,2454,8031.5
doc_012469,image,1373,4829.7
doc_012470,web,809,2151.1
doc_012471,pdf,3263,3096.8
doc_012472,pdf,1028,2836.0
doc_012473,web,3956,6633.5
doc_012474,web,987,1862.0
doc_012475,pdf,4984,9150.2
doc_012476,audio,2987,5041.5
doc_012477,image,3712,3203.7
doc_012478,image,2739,5640.7
doc_012479,audio,2759,1602.1
doc_012480,audio,764,3999.1
doc_012481,audio,2285,7863.7
doc_012482,web,4114,7439.7
doc_012483,audio,1715,5800.2
doc_012484,image,2133,3235.7
doc_012485,audio,305,4173.2
doc_012486,image,2410,5180.9
doc_012487,audio,3561,9908.5
doc_012488,image,2436,1314.0
doc_012489,pdf,3892,9631.0
doc_012490,pdf,1178,8541.7
doc_012491,web,1665,259.0
doc_012492,audio,3399,609.0
doc_012493,audio,3852,3069.6
doc_012494,image,3399,604.8
doc_012495,image,1054,9365.5
doc_012496,pdf,3316,3476.8
doc_012497,image,371,5409.2
doc_012498,audio,3577,89.8
doc_012499,image,3819,3939.2
doc_012500,pdf,4590,6233.1
doc_012501,web,3610,597.1
doc_012502,web,4962,8229.9
doc_012503,pdf,4188,5865.4
doc_012504,pdf,4161,9879.4
doc_012505,image,1605,6409.3
doc_012506,web,2721,8223.1
doc_012507,web,233,7106.2
doc_012508,pdf,1870,7559.0
doc_012509,audio,2665,9376.2
doc_012510,audio,4720,1470.1
doc_012511,pdf,908,9051.2
doc_012512,image,812,546.9
doc_012513,audio,3414,9916.0
doc_012514,pdf,3332,2361.3
doc_012515,image,3467,4911.0
doc_012516,pdf,4776,5818.6
doc_012517,web,1805,1627.7
doc_012518,pdf,3633,9683.3
doc_012519,image,520,6109.4
doc_012520,image,248,5578.9
doc_012521,image,3656,7312.4
doc_012522,image,1839,188.3
doc_012523,audio,4145,5166.4
doc_012524,web,2127,9955.1
doc_012525,web,2592,6167.8
doc_012526,pdf,2966,7817.8
doc_012527,image,4448,2346.1
doc_012528,image,3242,3638.8
doc_012529,pdf,1627,529.0
doc_012530,pdf,128,7676.2
doc_012531,image,1973,6302.3
doc_012532,web,2783,1274.4
doc_012533,audio,2882,9549.4
doc_012534,web,2736,1537.0
doc_012535,image,2423,2242.8
doc_012536,web,1077,3330.7
doc_012537,audio,221,8856.9
doc_012538,audio,3965,6156.8
doc_012539,image,4975,7398.3
doc_012540,web,1501,4522.6
doc_012541,image,2415,5218.2
doc_012542,web,3944,5530.8
doc_012543,audio,3889,3664.3
doc_012544,web,3516,8261.7
doc_012545,image,937,1882.6
doc_012546,pdf,2301,1828.2
doc_012547,image,2020,8247.4
doc_012548,image,2964,2898.3
doc_012549,image,4298,2307.3
doc_012550,image,1274,8296.8
doc_012551,pdf,1333,5323.8
doc_012552,audio,3427,3333.5
doc_012553,pdf,26,6296.3
doc_012554,pdf,4194,8411.9
doc_012555,image,1485,2142.4
doc_012556,image,4989,5959.4
doc_012557,web,4765,2160.4
doc_012558,image,2039,2924.0
doc_012559,pdf,2059,9029.0
doc_012560,image,2460,3134.1
doc_012561,image,2951,1880.4
doc_012562,pdf,3818,8432.9
doc_012563,web,2852,2574.9
doc_012564,audio,107,4784.9
doc_012565,pdf,3077,1025.4
doc_012566,image,3998,9243.5
doc_012567,web,2582,7716.8
doc_012568,audio,3723,477.5
doc_012569,image,4577,815.0
doc_012570,pdf,1887,2727.4
doc_012571,audio,1588,8674.1
doc_012572,image,4769,7768.2
doc_012573,pdf,3180,9624.8
doc_012574,image,245,5359.5
doc_012575,image,2207,2190.2
doc_012576,pdf,3579,3684.3
doc_012577,audio,2104,3190.1
doc_012578,audio,1964,538.0
doc_012579,web,3666,9093.6
doc_012580,audio,4576,8505.1
doc_012581,pdf,3221,6995.2
doc_012582,pdf,3343,3312.8
doc_012583,pdf,4965,998.7
doc_012584,web,4151,9234.2
doc_012585,image,1482,3344.8
doc_012586,web,2976,8812.5
doc_012587,pdf,4140,3301.8
doc_012588,audio,837,6469.3
doc_012589,image,2119,1182.1
doc_012590,image,2013,9517.9
doc_012591,web,2770,5499.3
doc_012592,web,1044,646.1
doc_012593,audio,2355,5010.4
doc_012594,web,1618,3949.1
doc_012595,audio,3812,6356.3
doc_012596,audio,2603,2937.1
doc_012597,image,3213,3002.1
doc_012598,audio,3179,3261.1
doc_012599,audio,560,6779.9
doc_012600,pdf,198,2143.9
doc_012601,image,1431,3650.2
doc_012602,image,631,2357.4
doc_012603,audio,2270,8560.5
doc_012604,audio,3321,4567.6
doc_012605,pdf,3030,4120.6
doc_012606,web,3926,9770.8
doc_012607,image,274,206.7
doc_012608,image,4978,5739.7
doc_012609,pdf,4862,9096.1
doc_012610,audio,2487,5324.8
doc_012611,image,528,6555.1
doc_012612,pdf,152,6718.7
doc_012613,audio,2033,5840.6
doc_012614,image,2877,116.6
doc_012615,pdf,4532,1428.4
doc_012616,web,2823,500.2
doc_012617,web,3583,7110.6
doc_012618,pdf,1957,4372.4
doc_012619,audio,879,1515.2
doc_012620,web,3179,9147.4
doc_012621,image,4378,8840.3
doc_012622,pdf,4767,9149.8
doc_012623,audio,2946,1234.7
doc_012624,pdf,383,2929.9
doc_012625,audio,4407,5755.1
doc_012626,pdf,2372,6969.4
doc_012627,image,1929,2528.4
doc_012628,image,285,2099.2
doc_012629,audio,2217,7572.4
doc_012630,pdf,4457,9496.3
doc_012631,web,1621,5513.7
doc_012632,audio,3791,8226.4
doc_012633,audio,4480,6541.5
doc_012634,audio,2344,6643.6
doc_012635,pdf,498,4860.9
doc_012636,web,1755,6289.1
doc_012637,audio,4444,1139.8
doc_012638,web,4345,54.5
doc_012639,web,2265,9714.7
doc_012640,pdf,3488,6296.2
doc_012641,audio,4011,3163.2
doc_012642,audio,3771,3791.7
doc_012643,web,4204,534.0
doc_012644,image,639,4824.3
doc_012645,image,3426,1087.8
doc_012646,audio,3999,4143.8
doc_012647,image,4135,2096.8
doc_012648,audio,1593,8373.9
doc_012649,web,2644,1169.2
doc_012650,web,591,356.9
doc_012651,image,4078,7823.0
doc_012652,audio,4202,6685.4
doc_012653,image,3406,4562.7
doc_012654,pdf,2675,7878.8
doc_012655,audio,334,6735.8
doc_012656,web,1191,6448.7
doc_012657,audio,1936,9078.4
doc_012658,pdf,725,9047.4
doc_012659,web,4885,8954.5
doc_012660,pdf,2950,908.9
doc_012661,web,1049,4159.3
doc_012662,pdf,3647,824.4
doc_012663,pdf,4788,2707.8
doc_012664,pdf,2575,4805.9
doc_012665,image,194,3799.5
doc_012666,image,4011,8901.6
doc_012667,image,4317,9972.3
doc_012668,web,2618,4812.7
doc_012669,image,3364,4368.9
doc_012670,image,4841,3217.5
doc_012671,web,2573,7671.8
doc_012672,pdf,3272,9353.7
doc_012673,audio,1178,4919.5
doc_012674,image,724,6808.4
doc_012675,audio,4494,1260.7
doc_012676,pdf,4650,3133.2
doc_012677,audio,683,133.8
doc_012678,pdf,3169,8863.1
doc_012679,audio,426,4103.0
doc_012680,web,1734,6189.4
doc_012681,web,3800,2071.0
doc_012682,audio,4813,3541.5
doc_012683,web,2165,6786.3
doc_012684,pdf,2228,3535.6
doc_012685,pdf,439,5218.2
doc_012686,image,4960,9231.1
doc_012687,pdf,2760,1507.6
doc_012688,image,2883,2102.3
doc_012689,image,1341,5851.6
doc_012690,pdf,1970,9786.7
doc_012691,web,4788,230.1
doc_012692,audio,1252,4804.5
doc_012693,web,1856,8846.9
doc_012694,image,2899,5800.2
doc_012695,image,2892,5444.0
doc_012696,image,3242,2805.6
doc_012697,pdf,1125,3763.7
